Date,All,Australian Capital Territory,New South Wales,Northern Territory,Queensland,South Australia,Tasmania,Victoria,Western Australia,Other
30/4/12,599,0,61,141,5,33,0,20,339,0
1/6/17,962,0,49,194,122,14,0,5,578,0
30/9/04,1179,3,17,552,243,2,1,0,361,0
30/9/03,716,0,73,359,178,18,0,2,86,0
28/6/08,345,0,1,252,28,0,0,0,64,0
29/6/08,180,0,22,58,59,1,0,0,40,0
22/6/08,345,0,9,185,69,0,0,0,82,0
23/6/08,727,0,3,554,61,1,8,0,100,0
20/6/08,302,0,2,174,83,5,11,1,26,0
21/6/08,725,0,1,583,13,0,1,0,127,0
26/6/08,387,0,8,250,65,2,0,1,61,0
27/6/08,235,0,10,167,36,0,2,1,19,0
24/6/08,416,0,6,243,76,0,3,0,88,0
25/6/08,504,0,25,325,110,0,0,2,42,0
24/5/03,550,0,26,168,111,1,0,0,244,0
25/5/03,918,0,33,582,67,0,0,2,234,0
26/5/03,707,0,50,228,119,7,1,10,292,0
27/5/03,788,0,80,346,101,2,10,19,230,0
20/5/03,306,0,25,41,66,4,0,2,168,0
21/5/03,375,0,49,74,60,15,0,4,173,0
22/5/03,347,0,46,40,149,0,1,2,109,0
23/5/03,639,0,36,225,63,0,0,9,306,0
28/5/03,759,0,75,228,36,9,7,25,379,0
29/5/03,611,0,98,202,34,10,2,14,251,0
26/1/05,154,0,15,10,2,43,2,0,82,0
27/1/05,247,0,20,28,34,98,5,0,62,0
24/1/05,267,0,0,23,8,0,0,0,236,0
25/1/05,111,0,10,14,8,20,0,7,52,0
22/1/05,196,0,13,29,52,1,12,0,89,0
23/1/05,184,0,4,26,12,1,4,0,137,0
20/1/05,260,0,19,25,81,2,0,0,133,0
21/1/05,236,0,42,17,92,0,7,0,78,0
28/1/05,257,0,18,14,28,41,0,8,148,0
29/1/05,391,0,23,30,89,42,2,0,205,0
30/1/15,99,0,9,11,24,0,1,0,54,0
31/1/15,102,0,4,10,10,0,0,0,78,0
1/11/08,1114,0,2,57,776,5,2,6,266,0
2/11/08,1219,0,0,241,694,0,0,4,280,0
3/11/08,794,0,1,120,478,0,0,0,195,0
4/11/08,1034,0,10,134,733,1,0,0,156,0
5/11/08,962,0,11,218,478,2,0,0,253,0
6/11/08,1441,0,20,104,1136,0,0,2,179,0
7/11/08,1237,0,8,286,599,0,0,0,344,0
8/11/08,967,0,5,77,397,0,0,0,488,0
9/11/08,660,0,3,155,253,0,0,5,244,0
7/12/00,147,0,0,4,3,0,0,0,140,0
30/5/04,295,0,113,6,63,30,0,4,79,0
31/5/04,875,0,516,39,131,49,0,131,9,0
22/8/12,1037,0,27,447,224,6,0,0,333,0
25/8/12,1190,0,27,427,366,0,1,0,369,0
3/12/00,535,0,5,47,91,12,0,0,380,0
2/12/00,678,0,2,43,295,0,1,1,336,0
21/12/15,197,0,2,2,110,16,2,0,65,0
20/12/15,248,0,43,2,47,0,0,3,153,0
23/12/15,196,0,3,1,168,2,0,3,19,0
22/12/15,103,0,0,0,49,3,0,3,48,0
25/12/15,93,0,2,0,35,0,1,17,38,0
24/12/15,83,0,2,1,47,0,0,6,27,0
27/12/15,75,0,1,0,4,0,0,0,70,0
26/12/15,121,0,1,0,80,0,0,0,40,0
29/12/15,139,0,7,0,8,0,0,0,124,0
28/12/15,109,0,0,8,0,3,0,0,98,0
28/12/01,852,0,13,175,379,1,0,0,284,0
29/12/01,1121,0,268,71,154,1,0,0,627,0
22/12/01,1037,0,38,354,309,15,0,0,321,0
23/3/14,98,0,3,5,7,9,0,0,74,0
20/12/01,482,0,88,15,227,3,0,0,149,0
21/12/01,640,0,21,71,351,11,0,0,186,0
26/12/01,914,0,103,210,277,0,0,0,324,0
27/12/01,1584,0,363,30,510,0,0,0,681,0
24/3/14,148,0,15,5,25,0,8,4,91,0
25/3/14,232,0,28,7,5,24,16,13,139,0
22/5/05,522,0,31,148,183,3,0,1,156,0
23/5/05,690,0,125,303,83,2,9,23,145,0
20/5/05,609,0,86,256,112,11,3,4,137,0
21/5/05,791,0,48,429,77,8,1,31,197,0
26/5/05,947,0,140,318,54,36,1,14,384,0
27/5/05,760,0,62,236,125,0,2,0,335,0
24/5/05,660,0,40,283,83,35,0,6,213,0
25/5/05,616,0,87,307,64,0,21,17,120,0
24/2/11,190,0,64,6,81,18,0,18,3,0
25/2/11,117,0,16,5,72,5,0,17,2,0
28/5/05,1156,0,40,523,64,4,2,1,522,0
29/5/05,968,0,93,369,93,3,0,0,410,0
20/2/11,59,0,12,0,38,5,0,4,0,0
21/2/11,75,0,42,6,20,7,0,0,0,0
22/2/11,66,0,40,0,9,14,0,1,2,0
23/2/11,163,0,31,2,100,24,0,2,4,0
18/11/16,1527,0,7,286,903,0,2,1,328,0
8/4/01,178,0,4,24,4,12,7,5,122,0
3/4/01,313,0,29,157,26,18,24,19,40,0
13/11/16,939,0,12,236,137,0,0,0,554,0
1/4/01,171,0,22,45,25,1,11,12,55,0
7/4/01,115,0,1,44,8,0,5,0,57,0
17/11/16,2114,0,4,279,1333,3,0,2,493,0
28/2/01,193,0,10,71,53,3,0,0,56,0
5/4/01,844,0,10,703,6,27,18,8,72,0
23/2/01,38,0,15,2,20,0,0,0,1,0
22/2/01,102,0,21,0,57,17,0,0,7,0
21/2/01,21,0,5,0,15,0,0,0,1,0
4/4/01,444,2,46,138,44,9,2,37,166,0
27/2/01,141,0,0,48,29,8,5,0,51,0
26/2/01,181,0,43,71,37,0,6,0,24,0
25/2/01,77,0,6,60,6,0,0,0,5,0
24/2/01,101,0,26,18,51,0,0,0,6,0
28/6/11,585,0,22,404,42,9,1,3,104,0
29/6/11,473,0,51,224,130,0,0,9,59,0
22/10/09,1481,0,6,297,795,4,1,6,372,0
23/10/09,1778,0,14,689,634,7,6,11,417,0
24/10/09,1634,0,36,283,1032,1,0,1,281,0
25/10/09,1845,0,19,526,682,0,2,0,616,0
26/10/09,1511,0,0,284,843,11,0,0,373,0
27/10/09,1287,0,0,431,508,15,2,19,312,0
28/10/09,1087,0,4,178,367,15,2,4,517,0
21/6/11,692,0,9,474,81,0,0,0,128,0
22/6/11,727,0,14,232,376,0,0,0,105,0
23/6/11,1038,0,11,769,168,0,0,1,89,0
24/6/11,574,0,29,267,222,1,0,0,55,0
25/6/11,939,0,31,705,143,0,0,1,59,0
26/6/11,812,0,29,420,215,0,0,0,148,0
27/6/11,724,0,48,400,179,7,0,7,83,0
17/3/07,54,0,7,1,38,1,3,0,4,0
16/3/07,71,0,13,0,41,0,4,0,13,0
15/3/07,99,0,30,6,25,0,14,0,24,0
14/3/07,124,0,24,3,36,0,32,10,19,0
13/3/07,97,0,28,13,27,4,6,1,18,0
12/3/07,112,0,29,37,39,0,6,0,1,0
11/3/07,96,0,32,0,58,1,5,0,0,0
10/3/07,99,0,12,6,22,3,39,0,17,0
30/12/02,684,0,1,171,399,3,2,0,108,0
19/3/07,64,0,13,0,26,0,17,2,6,0
18/3/07,67,0,3,0,60,0,0,0,4,0
31/12/02,497,0,4,143,268,0,0,0,82,0
28/4/02,247,0,9,125,17,3,9,0,84,0
30/1/03,929,29,546,0,137,0,0,201,16,0
13/10/10,247,0,0,6,231,0,0,0,10,0
12/10/10,135,0,5,29,77,0,0,0,24,0
11/10/10,111,0,6,13,76,2,0,3,11,0
10/10/10,62,0,3,9,6,7,6,9,22,0
17/10/10,241,0,6,96,57,0,0,0,82,0
16/10/10,119,0,2,16,65,0,0,0,36,0
15/10/10,51,0,3,7,14,0,0,0,27,0
14/10/10,162,0,0,46,114,0,0,0,2,0
19/10/10,454,0,9,163,135,1,3,0,143,0
18/10/10,451,0,13,113,182,0,0,0,143,0
5/7/02,854,0,71,442,140,1,1,0,199,0
4/7/02,696,0,78,340,137,0,2,0,139,0
7/7/02,1030,0,34,613,121,0,0,0,262,0
6/7/02,715,0,64,378,94,0,0,0,179,0
1/7/02,164,0,6,85,52,3,0,1,17,0
3/7/02,312,0,62,11,123,0,0,0,116,0
2/7/02,385,0,21,192,33,1,0,0,138,0
9/7/02,683,0,95,327,78,2,1,1,179,0
8/7/02,687,0,75,241,156,2,0,0,213,0
30/11/12,1692,0,11,127,1238,99,58,0,159,0
1/1/13,175,0,18,37,96,5,0,1,18,0
3/1/13,727,0,50,144,443,49,12,2,27,0
2/1/13,573,0,51,98,347,39,0,4,34,0
5/1/13,1080,0,26,184,447,33,322,24,44,0
4/1/13,1069,0,15,48,489,13,466,11,27,0
7/1/13,1262,0,128,380,244,271,67,25,147,0
6/1/13,1351,0,94,180,636,119,164,38,120,0
9/1/13,1321,0,96,449,405,44,15,7,305,0
8/1/13,1936,0,358,458,352,347,20,25,376,0
19/3/12,252,0,23,0,2,96,16,63,52,0
18/3/12,44,0,4,0,2,0,0,10,28,0
8/9/16,173,0,13,94,37,0,1,2,26,0
9/9/16,109,0,10,26,58,1,0,0,14,0
4/9/16,189,0,5,26,133,0,0,0,25,0
5/9/16,240,0,14,84,91,1,0,0,50,0
6/9/16,190,0,5,64,42,0,0,4,75,0
7/9/16,225,0,6,51,112,7,1,2,46,0
15/3/12,66,0,31,10,1,1,0,3,20,0
1/9/16,121,0,2,67,26,0,3,0,23,0
2/9/16,120,0,5,18,78,1,0,0,18,0
3/9/16,135,0,2,55,59,0,0,0,19,0
11/10/05,1324,0,103,377,655,0,0,0,189,0
10/10/05,1249,0,70,293,610,0,1,10,265,0
13/10/05,984,0,29,89,717,1,0,2,146,0
12/10/05,1446,0,43,605,496,0,0,4,298,0
15/10/05,358,0,5,44,208,0,1,1,99,0
14/10/05,646,0,4,234,220,4,0,4,180,0
17/10/05,709,0,5,135,487,0,3,6,73,0
16/10/05,609,0,0,286,251,0,9,1,62,0
19/10/05,360,0,0,172,72,0,4,0,112,0
18/10/05,534,0,10,183,286,1,3,2,49,0
31/5/16,407,0,43,210,24,8,0,13,109,0
30/5/16,302,0,84,62,81,0,6,28,41,0
10/4/12,947,0,138,162,20,2,0,13,612,0
11/4/12,1566,0,78,102,28,71,0,81,1206,0
12/4/12,848,0,185,49,25,78,0,113,398,0
13/4/12,1293,0,78,146,14,92,25,172,766,0
14/4/12,733,0,1,44,17,6,5,26,634,0
15/4/12,821,0,54,178,19,4,10,133,423,0
16/4/12,1373,0,169,122,12,83,5,88,894,0
17/4/12,1799,0,328,101,17,72,5,223,1053,0
18/4/12,1402,0,11,66,25,151,1,161,987,0
19/4/12,595,0,17,54,12,37,11,0,464,0
13/12/14,447,0,6,139,78,12,0,5,207,0
12/12/14,221,0,12,46,83,1,0,4,75,0
15/12/14,382,0,27,65,82,1,3,4,200,0
14/12/14,354,0,3,99,139,0,2,1,110,0
17/12/14,620,0,29,152,180,0,0,16,243,0
16/12/14,630,0,67,48,304,7,0,28,176,0
26/3/07,212,0,17,32,26,8,96,13,20,0
15/7/12,292,0,3,213,2,0,0,0,74,0
14/7/12,315,0,0,206,29,0,0,0,80,0
17/7/12,266,0,11,194,25,1,0,0,35,0
16/7/12,480,0,4,359,27,5,0,0,85,0
26/4/06,1521,1,435,0,63,350,86,495,91,0
10/7/12,381,0,0,151,3,0,0,0,227,0
13/7/12,309,0,1,220,17,0,0,0,71,0
12/7/12,124,0,0,55,25,1,0,0,43,0
27/3/07,205,0,34,14,56,1,67,25,8,0
28/4/06,342,0,107,0,7,1,26,44,157,0
29/4/06,348,0,13,0,31,0,19,0,285,0
19/7/12,488,0,4,284,78,0,0,0,122,0
18/7/12,705,0,6,564,29,0,0,1,105,0
26/7/03,670,0,0,465,26,0,0,0,179,0
27/7/03,378,0,34,162,63,0,0,0,119,0
24/7/03,508,0,1,215,18,0,0,0,274,0
25/7/03,370,0,12,166,69,0,1,0,122,0
22/7/03,352,0,44,70,82,1,0,0,155,0
23/7/03,223,0,34,31,11,0,0,0,147,0
20/7/03,360,0,23,103,97,0,0,0,137,0
21/7/03,347,0,39,147,48,4,0,3,106,0
28/7/03,328,0,42,137,37,1,0,0,111,0
29/7/03,505,0,54,55,181,1,0,0,214,0
8/9/10,165,0,7,35,98,0,2,0,23,0
9/9/10,267,0,4,11,238,0,0,0,14,0
24/3/07,19,0,3,1,6,0,1,0,8,0
2/9/10,629,0,75,34,475,0,0,0,45,0
3/9/10,322,0,2,36,261,0,1,0,22,0
1/9/10,557,0,44,237,155,0,0,0,121,0
6/9/10,97,0,4,27,20,0,0,0,46,0
7/9/10,328,0,16,43,249,3,2,0,15,0
4/9/10,84,0,2,22,31,0,0,0,29,0
5/9/10,129,0,2,55,20,0,0,0,52,0
31/1/16,25,0,15,0,7,0,0,0,3,0
30/1/16,23,0,3,0,17,0,0,0,3,0
8/6/08,214,0,9,138,18,0,0,0,49,0
9/6/08,289,0,0,199,49,2,0,0,39,0
4/6/08,144,0,0,50,20,0,0,0,74,0
5/6/08,258,0,11,163,4,11,6,1,62,0
6/6/08,93,0,14,10,38,0,14,0,17,0
7/6/08,73,0,20,20,12,0,0,2,19,0
1/6/08,452,0,7,225,3,2,1,0,214,0
2/6/08,447,0,19,227,28,2,10,10,151,0
3/6/08,476,0,2,296,15,5,3,2,153,0
8/1/05,178,0,8,11,60,1,0,0,98,0
9/1/05,147,0,11,21,81,0,0,0,34,0
1/1/05,76,0,1,5,31,0,0,0,39,0
2/1/05,122,0,3,1,66,0,0,3,49,0
3/1/05,166,0,0,21,94,0,0,2,49,0
4/1/05,134,0,8,0,55,0,0,5,66,0
5/1/05,70,0,12,0,14,0,0,0,44,0
6/1/05,125,0,11,7,11,2,0,0,94,0
7/1/05,337,0,16,25,26,3,0,1,266,0
18/1/15,62,0,13,0,35,0,0,0,14,0
19/1/15,82,0,7,0,40,2,2,0,31,0
10/1/15,150,0,0,0,62,0,0,0,88,0
11/1/15,28,0,0,2,11,0,0,1,14,0
12/1/15,67,0,1,0,27,2,0,1,36,0
13/1/15,66,0,0,0,13,1,0,0,52,0
14/1/15,44,0,3,0,19,1,0,0,21,0
15/1/15,68,0,12,0,30,0,0,2,24,0
16/1/15,67,0,19,3,21,0,0,9,15,0
17/1/15,58,0,6,1,31,0,0,0,20,0
30/6/13,1044,0,3,805,34,0,0,0,202,0
21/2/15,53,0,2,4,6,0,0,0,41,0
25/8/01,1652,0,43,1265,33,0,0,0,311,0
24/8/01,733,0,8,276,247,0,0,0,202,0
27/8/01,1392,0,0,991,122,0,0,0,279,0
26/8/01,798,0,3,171,196,0,1,0,427,0
21/8/01,1043,0,43,397,275,0,0,0,328,0
20/8/01,974,0,0,735,164,1,0,0,74,0
23/8/01,1692,0,49,973,156,0,0,0,514,0
22/8/01,1100,0,2,720,267,1,0,0,110,0
29/8/01,1390,0,3,832,313,0,0,0,242,0
28/8/01,953,0,15,219,340,0,0,0,379,0
9/12/15,330,0,8,7,176,27,3,7,102,0
8/12/15,350,0,7,17,185,46,0,16,79,0
3/12/15,502,0,22,107,75,40,0,0,258,0
2/12/15,669,0,7,62,84,13,0,1,502,0
1/12/15,699,0,4,156,95,17,2,0,425,0
7/12/15,420,0,22,35,232,23,0,0,108,0
6/12/15,419,0,7,97,199,20,0,0,96,0
5/12/15,686,0,9,72,383,87,0,0,135,0
4/12/15,456,0,20,125,95,22,1,0,193,0
25/12/06,335,0,1,41,99,0,1,3,190,0
24/12/06,523,0,3,61,345,0,1,20,93,0
27/12/06,242,0,3,0,20,0,9,21,189,0
26/12/06,284,0,2,6,153,0,1,6,116,0
8/3/14,78,0,4,0,38,2,0,1,33,0
20/12/06,1528,0,4,373,411,0,54,545,141,0
23/12/06,332,0,4,57,199,0,0,4,68,0
22/12/06,331,0,4,23,168,0,0,6,130,0
4/3/14,106,0,25,1,8,17,0,18,37,0
5/3/14,177,0,5,1,85,10,0,5,71,0
6/3/14,125,0,12,0,27,7,0,3,76,0
7/12/01,792,0,2,57,538,0,0,0,195,0
29/12/06,314,0,5,30,70,0,0,130,79,0
1/3/14,61,0,0,0,27,0,0,0,34,0
2/3/14,74,0,4,2,11,1,0,3,53,0
3/12/01,1088,1,9,196,546,29,0,0,307,0
4/5/05,561,1,114,144,52,2,32,24,192,0
5/5/05,730,0,71,366,30,2,13,3,245,0
6/5/05,432,0,39,147,58,37,26,25,100,0
7/5/05,624,0,60,265,32,11,15,16,225,0
1/5/05,553,0,23,181,48,4,0,13,284,0
2/5/05,575,0,141,193,79,17,18,54,73,0
3/5/05,709,0,63,414,51,0,0,2,179,0
8/5/05,277,0,31,29,30,8,0,7,172,0
9/5/05,605,0,65,117,26,50,12,29,306,0
29/7/04,330,0,38,92,109,0,5,0,86,0
28/7/04,437,0,12,227,56,0,2,0,140,0
21/7/04,1038,0,62,652,83,1,4,0,236,0
20/7/04,726,2,85,333,117,0,7,1,181,0
23/7/04,713,0,20,418,54,0,1,0,220,0
22/7/04,654,1,75,281,97,0,0,0,200,0
25/7/04,389,0,4,192,43,0,0,0,150,0
24/7/04,639,0,0,310,27,0,0,0,302,0
27/7/04,274,0,8,72,36,0,0,1,157,0
26/7/04,489,0,5,160,65,0,4,0,255,0
30/11/17,2038,0,41,182,98,0,2,1,1714,0
25/3/04,245,0,70,7,76,6,9,2,75,0
24/3/04,343,0,96,0,26,51,19,56,95,0
27/3/04,168,0,69,0,31,7,28,17,16,0
26/3/04,290,0,137,12,32,36,10,32,31,0
21/3/04,119,0,8,73,4,3,8,6,17,0
20/3/04,47,0,17,0,15,2,0,0,13,0
23/3/04,190,0,31,10,11,46,3,27,62,0
22/3/04,281,0,27,13,17,30,65,40,89,0
29/3/04,276,0,50,2,43,0,1,0,180,0
28/3/04,74,0,36,9,17,0,8,1,3,0
30/11/07,1238,0,2,238,174,147,0,1,676,0
1/5/08,444,0,12,114,29,11,0,11,267,0
3/5/08,602,0,28,157,49,0,2,1,365,0
2/5/08,608,0,17,173,33,8,6,2,369,0
5/5/08,799,0,52,205,35,5,11,6,485,0
4/5/08,1099,0,28,459,37,15,0,34,526,0
7/5/08,781,0,56,329,108,1,0,0,287,0
6/5/08,1375,0,31,580,34,5,0,4,721,0
9/5/08,706,0,41,173,24,31,4,15,418,0
8/5/08,945,5,109,441,48,3,6,16,317,0
9/11/09,1023,0,5,274,420,0,3,8,313,0
8/11/09,1137,0,8,491,110,3,5,11,509,0
28/7/14,397,0,50,161,137,1,2,2,44,0
29/7/14,494,0,55,186,192,1,0,1,59,0
1/11/09,1155,0,15,305,338,0,0,1,496,0
27/7/14,281,0,27,50,160,0,0,0,44,0
24/7/14,606,0,11,509,48,2,0,0,36,0
25/7/14,233,0,26,32,136,0,0,0,39,0
5/11/09,1935,0,3,900,771,4,6,4,247,0
23/7/14,364,0,17,116,188,0,0,0,43,0
7/11/09,1167,0,20,453,342,2,4,15,331,0
6/11/09,1212,0,8,384,298,2,1,9,510,0
29/7/02,542,0,21,328,51,0,0,0,142,0
28/7/02,1000,0,34,559,57,1,0,0,349,0
27/7/02,1256,0,66,761,127,3,1,6,292,0
26/7/02,874,0,70,414,199,3,0,3,185,0
25/7/02,1051,0,71,563,135,9,1,1,271,0
24/7/02,795,0,74,376,135,17,4,0,189,0
23/7/02,819,0,72,400,79,10,0,0,258,0
22/7/02,696,0,47,315,122,1,0,0,211,0
21/7/02,1034,0,60,640,118,5,0,1,210,0
20/7/02,722,0,27,513,47,1,0,0,134,0
29/1/13,484,0,3,29,394,4,0,0,54,0
28/1/13,174,0,4,28,67,1,1,2,71,0
23/1/13,309,0,14,7,149,17,0,66,56,0
22/1/13,342,0,44,0,203,36,0,32,27,0
21/1/13,309,0,35,0,159,8,0,73,34,0
20/1/13,253,0,57,3,86,40,0,44,23,0
27/1/13,155,0,13,3,38,15,0,23,63,0
26/1/13,135,0,9,8,16,11,0,0,91,0
25/1/13,125,0,16,23,10,5,0,5,66,0
24/1/13,155,0,54,6,3,16,0,54,22,0
8/2/07,77,0,7,4,35,0,0,0,31,0
19/10/16,549,0,30,101,202,1,1,1,213,0
18/10/16,540,0,30,14,387,0,0,0,109,0
15/10/16,1067,0,27,132,224,0,0,3,681,0
14/10/16,880,0,27,222,186,0,6,2,437,0
17/10/16,708,0,2,80,157,0,0,2,467,0
16/10/16,771,0,34,101,373,0,0,0,263,0
11/10/16,970,0,29,60,735,0,0,0,146,0
10/10/16,810,0,25,37,293,2,0,0,453,0
13/10/16,1041,0,20,144,583,4,0,3,287,0
12/10/16,1232,0,22,363,379,0,0,0,468,0
31/3/12,312,0,56,26,24,2,0,44,160,0
30/3/12,575,0,45,10,14,38,16,160,292,0
21/4/01,252,0,1,144,29,0,4,1,73,0
20/4/01,225,0,30,16,71,15,13,0,80,0
23/4/01,276,0,0,167,61,5,1,0,42,0
22/4/01,273,0,6,51,26,0,0,0,190,0
25/4/01,281,0,1,121,64,0,8,0,87,0
24/4/01,462,0,16,134,47,7,3,4,251,0
19/5/16,813,2,160,449,19,25,0,0,158,0
18/5/16,406,0,48,69,111,26,0,5,147,0
17/5/16,633,0,81,271,70,54,0,11,146,0
28/4/01,365,0,5,296,2,0,0,0,62,0
15/5/16,336,0,78,94,18,27,0,12,107,0
14/5/16,548,0,74,228,139,2,2,41,62,0
13/5/16,442,0,53,86,103,18,0,3,179,0
12/5/16,606,0,31,233,40,4,0,2,296,0
11/5/16,191,0,36,24,56,1,0,0,74,0
10/5/16,140,0,4,19,13,21,0,3,80,0
28/11/11,1059,0,8,97,698,16,0,0,240,0
31/12/14,114,0,3,4,61,1,0,0,45,0
30/12/14,206,0,3,1,102,7,0,2,91,0
29/9/15,892,0,46,279,106,7,1,9,444,0
28/9/15,915,0,61,241,323,1,0,3,286,0
25/9/15,951,0,44,313,370,4,7,6,207,0
24/9/15,1044,0,58,317,325,0,3,4,337,0
31/10/05,1038,0,5,105,661,1,0,1,265,0
26/9/15,812,0,29,441,163,3,8,4,164,0
21/9/15,795,0,12,514,132,1,0,0,136,0
20/9/15,853,0,26,574,85,1,0,22,145,0
23/9/15,1123,0,43,196,656,7,0,8,213,0
22/9/15,1230,0,51,558,191,8,2,3,417,0
25/9/02,2208,0,215,880,835,14,0,1,263,0
24/9/02,2578,0,76,1080,1153,24,0,0,245,0
27/9/02,1724,0,119,1101,302,9,1,1,191,0
26/9/02,1890,0,137,805,792,25,0,0,131,0
21/9/02,1256,0,76,484,509,8,0,0,179,0
20/9/02,1299,0,54,788,246,63,0,10,138,0
23/9/02,1832,0,45,948,512,12,14,4,297,0
22/9/02,1753,0,30,1055,370,25,4,1,268,0
29/9/02,1592,0,109,992,244,6,0,0,241,0
28/9/02,1061,0,173,272,445,10,0,0,161,0
31/7/12,1127,0,49,755,148,2,0,0,173,0
30/7/12,845,0,42,411,142,0,0,0,250,0
4/4/06,201,2,41,3,33,58,2,19,43,0
5/4/06,153,0,115,0,0,1,0,0,37,0
6/4/06,288,0,80,1,1,0,0,0,206,0
7/4/06,284,0,69,2,14,2,0,0,197,0
1/4/06,81,0,38,0,27,0,2,1,13,0
2/4/06,118,0,26,1,58,0,0,8,25,0
3/4/06,184,0,132,0,40,0,1,6,5,0
8/4/06,432,0,100,0,27,3,5,4,293,0
9/4/06,198,0,75,6,30,32,1,24,30,0
2/11/12,3239,0,77,447,1168,2,0,5,1540,0
19/1/16,192,0,25,30,50,0,37,1,49,0
18/1/16,163,0,1,31,45,0,46,1,39,0
28/9/10,387,0,12,180,69,0,0,0,126,0
29/9/10,574,0,17,164,86,0,0,2,305,0
24/9/10,189,0,10,54,35,0,0,2,88,0
12/1/16,240,0,14,13,76,2,0,3,132,0
11/1/16,281,0,8,78,58,1,1,0,135,0
27/9/10,176,0,18,24,86,1,0,1,46,0
17/1/16,207,0,19,37,23,0,50,2,76,0
21/9/10,270,0,16,96,28,0,6,0,124,0
15/1/16,166,0,16,26,45,3,43,0,33,0
14/1/16,166,0,42,11,47,4,17,0,45,0
9/3/17,194,0,89,0,13,11,7,3,71,0
5/1/08,207,0,0,46,45,0,0,0,116,0
4/1/08,123,0,0,24,29,1,1,17,51,0
7/1/08,268,0,3,1,20,0,2,0,242,0
8/3/17,198,0,62,1,15,29,0,4,87,0
1/1/08,47,0,4,17,16,0,0,4,6,0
3/1/08,218,0,4,50,111,1,1,2,49,0
2/1/08,205,0,5,29,130,1,1,13,26,0
9/1/08,701,0,2,4,5,3,0,1,686,0
8/1/08,519,0,0,7,13,0,5,1,493,0
17/6/13,594,0,11,422,21,3,0,0,137,0
16/6/13,445,0,11,341,23,1,0,0,69,0
15/6/13,431,0,1,253,36,4,0,0,137,0
14/6/13,480,0,1,362,36,0,0,0,81,0
13/6/13,450,0,1,165,29,0,0,0,255,0
12/6/13,417,0,1,209,23,0,0,0,184,0
11/6/13,188,0,24,87,16,0,0,3,58,0
10/6/13,203,0,11,47,11,6,0,16,112,0
7/3/17,160,0,45,0,3,7,6,5,94,0
19/6/13,212,0,10,108,11,0,0,8,75,0
6/3/17,137,0,79,3,22,6,1,5,21,0
8/7/03,356,0,1,223,29,3,0,0,100,0
9/7/03,136,0,9,37,32,0,0,0,58,0
1/7/03,250,0,2,111,19,0,0,1,117,0
2/7/03,149,0,1,20,46,3,2,2,75,0
3/7/03,182,0,10,79,37,2,2,0,52,0
4/7/03,185,0,12,38,107,4,0,0,24,0
5/7/03,297,0,26,145,87,3,0,0,36,0
6/7/03,254,0,15,93,55,3,0,2,86,0
7/7/03,189,0,10,66,46,0,1,1,65,0
9/8/01,1104,0,24,776,117,2,0,0,185,0
8/8/01,520,0,2,229,168,4,0,0,117,0
7/8/01,604,0,15,395,59,2,0,2,131,0
6/8/01,509,0,2,320,103,4,0,0,80,0
5/8/01,508,0,12,276,39,0,0,0,181,0
4/8/01,667,0,0,548,47,3,0,0,69,0
3/8/01,536,0,6,136,137,0,0,0,257,0
2/8/01,1250,0,9,1009,37,2,0,0,193,0
1/8/01,487,0,2,264,96,3,0,1,121,0
27/11/11,973,0,1,90,591,1,0,1,289,0
3/7/04,443,0,13,211,46,6,0,5,162,0
2/7/04,381,0,52,139,78,3,0,1,108,0
1/7/04,538,0,72,188,126,1,0,0,151,0
7/7/04,768,0,42,508,137,2,0,2,77,0
6/7/04,487,0,62,171,160,0,1,0,93,0
5/7/04,449,0,55,188,56,1,3,0,146,0
4/7/04,450,0,34,101,182,2,0,5,126,0
9/7/04,538,0,21,297,131,2,0,0,87,0
8/7/04,587,0,50,275,145,0,0,0,117,0
9/12/06,1731,0,49,215,67,81,41,900,378,0
8/12/06,1347,0,143,226,77,25,45,381,450,0
7/12/06,1094,0,101,118,91,11,13,410,350,0
6/12/06,2243,0,41,650,328,41,11,911,261,0
5/12/06,1862,0,94,237,544,41,53,586,307,0
4/12/06,1918,0,62,722,418,9,6,331,370,0
3/12/06,1746,0,52,556,462,24,0,151,501,0
2/12/06,2134,0,58,655,320,24,0,265,812,0
1/12/06,2121,0,42,352,797,40,7,7,876,0
11/3/06,111,0,29,0,75,0,1,0,6,0
12/8/03,170,0,23,10,133,0,0,0,4,0
13/8/03,166,0,15,25,112,0,0,0,14,0
10/8/03,225,0,55,52,84,0,0,3,31,0
11/8/03,125,0,4,82,30,0,0,0,9,0
16/8/03,127,0,10,43,46,1,0,0,27,0
17/8/03,197,0,7,101,75,0,0,0,14,0
14/8/03,199,0,21,38,107,0,0,0,33,0
15/8/03,186,0,11,64,82,0,0,0,29,0
18/8/03,284,0,9,130,69,0,0,0,76,0
19/8/03,391,0,51,84,201,1,2,3,49,0
30/6/17,908,0,18,765,25,1,0,4,95,0
31/8/11,2757,0,20,1659,414,2,0,1,661,0
30/8/11,2651,0,35,1898,270,13,0,1,434,0
17/11/17,745,0,5,54,177,1,1,0,507,0
16/11/17,600,0,7,75,133,0,5,0,380,0
15/11/17,779,0,7,37,339,0,0,0,396,0
14/11/17,465,0,12,35,108,0,2,6,302,0
13/11/17,574,0,3,20,167,2,7,6,369,0
12/11/17,1195,0,4,67,276,0,2,12,834,0
